opening_t,gross_t,losses_t,after_inflow_t,served_t,served_critical_t,closing_t,shortage_t,shortage_critical_t,offered_gross_t,rejected_gross_t,curtailed_inventory_t,at,until,year,storage_id,demand_t,critical_demand_t,inventory_t_year,holding_mln
28.11925257980292209241934098,0,0.000,28.11925257980292209241934098,0.3835616438356164383561643836,0.2876712328767123287671232877,27.73569093596730565406317660,0E-28,0E-28,0,0,0,415,416,2036,BASE,0.3835616438356164383561643836,0.2876712328767123287671232877,0.07651362125447976403627742135,0.05508980730322543010611974337
27.73569093596730565406317660,0,0.000,27.73569093596730565406317660,0.3835616438356164383561643836,0.2876712328767123287671232877,27.35212929213168921570701222,0E-28,0E-28,0,0,0,416,417,2036,BASE,0.3835616438356164383561643836,0.2876712328767123287671232877,0.07546276743575204776680847784,0.05433319255374147439210210404
27.35212929213168921570701222,0,0.000,27.35212929213168921570701222,0.3835616438356164383561643836,0.2876712328767123287671232877,26.96856764829607277735084784,0E-28,0E-28,0,0,0,417,418,2036,BASE,0.3835616438356164383561643836,0.2876712328767123287671232877,0.07441191361702433149733953434,0.05357657780425751867808446472
26.96856764829607277735084784,0,0.000,26.96856764829607277735084784,0.3835616438356164383561643836,0.2876712328767123287671232877,26.58500600446045633899468346,0E-28,0E-28,0,0,0,418,419,2036,BASE,0.3835616438356164383561643836,0.2876712328767123287671232877,0.07336105979829661522787059083,0.05281996305477356296406682540
26.58500600446045633899468346,0,0.000,26.58500600446045633899468346,0.3835616438356164383561643836,0.2876712328767123287671232877,26.20144436062483990063851908,0E-28,0E-28,0,0,0,419,420,2036,BASE,0.3835616438356164383561643836,0.2876712328767123287671232877,0.07231020597956889895840164732,0.05206334830528960725004918607
26.20144436062483990063851908,0,0.000,26.20144436062483990063851908,0.3835616438356164383561643836,0.2876712328767123287671232877,25.81788271678922346228235470,0E-28,0E-28,0,0,0,420,421,2036,BASE,0.3835616438356164383561643836,0.2876712328767123287671232877,0.07125935216084118268893270382,0.05130673355580565153603154675
25.81788271678922346228235470,0,0.000,25.81788271678922346228235470,0.3835616438356164383561643836,0.2876712328767123287671232877,25.43432107295360702392619032,0E-28,0E-28,0,0,0,421,422,2036,BASE,0.3835616438356164383561643836,0.2876712328767123287671232877,0.07020849834211346641946376031,0.05055011880632169582201390742
25.43432107295360702392619032,0,0.000,25.43432107295360702392619032,0.3835616438356164383561643836,0.2876712328767123287671232877,25.05075942911799058557002594,0E-28,0E-28,0,0,0,422,423,2036,BASE,0.3835616438356164383561643836,0.2876712328767123287671232877,0.06915764452338575014999481680,0.04979350405683774010799626810
25.05075942911799058557002594,0,0.000,25.05075942911799058557002594,0.3835616438356164383561643836,0.2876712328767123287671232877,24.66719778528237414721386156,0E-28,0E-28,0,0,0,423,424,2036,BASE,0.3835616438356164383561643836,0.2876712328767123287671232877,0.06810679070465803388052587329,0.04903688930735378439397862877
24.66719778528237414721386156,0,0.000,24.66719778528237414721386156,0.3835616438356164383561643836,0.2876712328767123287671232877,24.28363614144675770885769718,0E-28,0E-28,0,0,0,424,425,2036,BASE,0.3835616438356164383561643836,0.2876712328767123287671232877,0.06705593688593031761105692979,0.04828027455786982867996098945
24.28363614144675770885769718,0,0.000,24.28363614144675770885769718,0.3196347031963470319634703196,0.2397260273972602739726027397,23.96400143825041067689422686,0E-28,0E-28,0,0,0,425,2555/6,2036,BASE,0.3196347031963470319634703196,0.2397260273972602739726027397,0.05507721184896937030336977630,0.03965559253125794661842623894
23.96400143825041067689422686,12.71394562379411398369512852,0.5721275530707351292662807834,36.10581950897378953132307460,0.06392694063926940639269406394,0.04794520547945205479452054795,36.04189256833452012493038054,0E-29,0E-29,12.71394562379411398369512852,0E-26,0,2555/6,426,2036,BASE,0.06392694063926940639269406394,0.04794520547945205479452054795,0.01647208038294710266124508109,0.01185989787572191391609645838
36.04189256833452012493038054,0,0.000,36.04189256833452012493038054,0.3835616438356164383561643836,0.2876712328767123287671232877,35.65833092449890368657421616,0E-28,0E-28,0,0,0,426,427,2036,BASE,0.3835616438356164383561643836,0.2876712328767123287671232877,0.09821948423675811481028026946,0.07071802865046584266340179401
35.65833092449890368657421616,0,0.000,35.65833092449890368657421616,0.3835616438356164383561643836,0.2876712328767123287671232877,35.27476928066328724821805178,0E-28,0E-28,0,0,0,427,428,2036,BASE,0.3835616438356164383561643836,0.2876712328767123287671232877,0.09716863041803039854081132595,0.06996141390098188694938415468
35.27476928066328724821805178,0,0.000,35.27476928066328724821805178,0.3835616438356164383561643836,0.2876712328767123287671232877,34.89120763682767080986188740,0E-28,0E-28,0,0,0,428,429,2036,BASE,0.3835616438356164383561643836,0.2876712328767123287671232877,0.09611777659930268227134238245,0.06920479915149793123536651536
34.89120763682767080986188740,0,0.000,34.89120763682767080986188740,0.3835616438356164383561643836,0.2876712328767123287671232877,34.50764599299205437150572302,0E-28,0E-28,0,0,0,429,430,2036,BASE,0.3835616438356164383561643836,0.2876712328767123287671232877,0.09506692278057496600187343894,0.06844818440201397552134887604
34.50764599299205437150572302,0,0.000,34.50764599299205437150572302,0.3835616438356164383561643836,0.2876712328767123287671232877,34.12408434915643793314955864,0E-28,0E-28,0,0,0,430,431,2036,BASE,0.3835616438356164383561643836,0.2876712328767123287671232877,0.09401606896184724973240449543,0.06769156965253001980733123671
34.12408434915643793314955864,0,0.000,34.12408434915643793314955864,0.3835616438356164383561643836,0.2876712328767123287671232877,33.74052270532082149479339426,0E-28,0E-28,0,0,0,431,432,2036,BASE,0.3835616438356164383561643836,0.2876712328767123287671232877,0.09296521514311953346293555193,0.06693495490304606409331359739
33.74052270532082149479339426,0,0.000,33.74052270532082149479339426,0.3835616438356164383561643836,0.2876712328767123287671232877,33.35696106148520505643722988,0E-28,0E-28,0,0,0,432,433,2036,BASE,0.3835616438356164383561643836,0.2876712328767123287671232877,0.09191436132439181719346660842,0.06617834015356210837929595806
33.35696106148520505643722988,0,0.000,33.35696106148520505643722988,0.3835616438356164383561643836,0.2876712328767123287671232877,32.97339941764958861808106550,0E-28,0E-28,0,0,0,433,434,2036,BASE,0.3835616438356164383561643836,0.2876712328767123287671232877,0.09086350750566410092399766491,0.06542172540407815266527831874
32.97339941764958861808106550,0,0.000,32.97339941764958861808106550,0.3835616438356164383561643836,0.2876712328767123287671232877,32.58983777381397217972490112,0E-28,0E-28,0,0,0,434,435,2036,BASE,0.3835616438356164383561643836,0.2876712328767123287671232877,0.08981265368693638465452872141,0.06466511065459419695126067942
32.58983777381397217972490112,0,0.000,32.58983777381397217972490112,0.3835616438356164383561643836,0.2876712328767123287671232877,32.20627612997835574136873674,0E-28,0E-28,0,0,0,435,436,2036,BASE,0.3835616438356164383561643836,0.2876712328767123287671232877,0.08876179986820866838505977790,0.06390849590511024123724304009
32.20627612997835574136873674,0,0.000,32.20627612997835574136873674,0.3835616438356164383561643836,0.2876712328767123287671232877,31.82271448614273930301257236,0E-28,0E-28,0,0,0,436,437,2036,BASE,0.3835616438356164383561643836,0.2876712328767123287671232877,0.08771094604948095211559083439,0.06315188115562628552322540076
31.82271448614273930301257236,0,0.000,31.82271448614273930301257236,0.3835616438356164383561643836,0.2876712328767123287671232877,31.43915284230712286465640798,0E-28,0E-28,0,0,0,437,438,2036,BASE,0.3835616438356164383561643836,0.2876712328767123287671232877,0.08666009223075323584612189089,0.06239526640614232980920776144
31.43915284230712286465640798,0,0.000,31.43915284230712286465640798,0.3835616438356164383561643836,0.2876712328767123287671232877,31.05559119847150642630024360,0E-28,0E-28,0,0,0,438,439,2036,BASE,0.3835616438356164383561643836,0.2876712328767123287671232877,0.08560923841202551957665294738,0.06163865165665837409519012211
31.05559119847150642630024360,0,0.000,31.05559119847150642630024360,0.3835616438356164383561643836,0.2876712328767123287671232877,30.67202955463588998794407922,0E-28,0E-28,0,0,0,439,440,2036,BASE,0.3835616438356164383561643836,0.2876712328767123287671232877,0.08455838459329780330718400387,0.06088203690717441838117248279
30.67202955463588998794407922,0,0.000,30.67202955463588998794407922,0.3835616438356164383561643836,0.2876712328767123287671232877,30.28846791080027354958791484,0E-28,0E-28,0,0,0,440,441,2036,BASE,0.3835616438356164383561643836,0.2876712328767123287671232877,0.08350753077457008703771506036,0.06012542215769046266715484346
30.28846791080027354958791484,0,0.000,30.28846791080027354958791484,0.3835616438356164383561643836,0.2876712328767123287671232877,29.90490626696465711123175046,0E-28,0E-28,0,0,0,441,442,2036,BASE,0.3835616438356164383561643836,0.2876712328767123287671232877,0.08245667695584237076824611686,0.05936880740820650695313720414
29.90490626696465711123175046,0,0.000,29.90490626696465711123175046,0.3835616438356164383561643836,0.2876712328767123287671232877,29.52134462312904067287558608,0E-28,0E-28,0,0,0,442,443,2036,BASE,0.3835616438356164383561643836,0.2876712328767123287671232877,0.08140582313711465449877717335,0.05861219265872255123911956481
29.52134462312904067287558608,0,0.000,29.52134462312904067287558608,0.3835616438356164383561643836,0.2876712328767123287671232877,29.13778297929342423451942170,0E-28,0E-28,0,0,0,443,444,2036,BASE,0.3835616438356164383561643836,0.2876712328767123287671232877,0.08035496931838693822930822984,0.05785557790923859552510192548
29.13778297929342423451942170,0,0.000,29.13778297929342423451942170,0.3835616438356164383561643836,0.2876712328767123287671232877,28.75422133545780779616325732,0E-28,0E-28,0,0,0,444,445,2036,BASE,0.3835616438356164383561643836,0.2876712328767123287671232877,0.07930411549965922195983928634,0.05709896315975463981108428616
28.75422133545780779616325732,0,0.000,28.75422133545780779616325732,0.3835616438356164383561643836,0.2876712328767123287671232877,28.37065969162219135780709294,0E-28,0E-28,0,0,0,445,446,2036,BASE,0.3835616438356164383561643836,0.2876712328767123287671232877,0.07825326168093150569037034283,0.05634234841027068409706664684
28.37065969162219135780709294,0,0.000,28.37065969162219135780709294,0.3835616438356164383561643836,0.2876712328767123287671232877,27.98709804778657491945092856,0E-28,0E-28,0,0,0,446,447,2036,BASE,0.3835616438356164383561643836,0.2876712328767123287671232877,0.07720240786220378942090139932,0.05558573366078672838304900751
27.98709804778657491945092856,0,0.000,27.98709804778657491945092856,0.3835616438356164383561643836,0.2876712328767123287671232877,27.60353640395095848109476418,0E-28,0E-28,0,0,0,447,448,2036,BASE,0.3835616438356164383561643836,0.2876712328767123287671232877,0.07615155404347607315143245582,0.05482911891130277266903136819
27.60353640395095848109476418,0,0.000,27.60353640395095848109476418,0.3835616438356164383561643836,0.2876712328767123287671232877,27.21997476011534204273859980,0E-28,0E-28,0,0,0,448,449,2036,BASE,0.3835616438356164383561643836,0.2876712328767123287671232877,0.07510070022474835688196351231,0.05407250416181881695501372886
27.21997476011534204273859980,0,0.000,27.21997476011534204273859980,0.3835616438356164383561643836,0.2876712328767123287671232877,26.83641311627972560438243542,0E-28,0E-28,0,0,0,449,450,2036,BASE,0.3835616438356164383561643836,0.2876712328767123287671232877,0.07404984640602064061249456880,0.05331588941233486124099608954
26.83641311627972560438243542,0,0.000,26.83641311627972560438243542,0.3835616438356164383561643836,0.2876712328767123287671232877,26.45285147244410916602627104,0E-28,0E-28,0,0,0,450,451,2036,BASE,0.3835616438356164383561643836,0.2876712328767123287671232877,0.07299899258729292434302562529,0.05255927466285090552697845021
26.45285147244410916602627104,0,0.000,26.45285147244410916602627104,0.3835616438356164383561643836,0.2876712328767123287671232877,26.06928982860849272767010666,0E-28,0E-28,0,0,0,451,452,2036,BASE,0.3835616438356164383561643836,0.2876712328767123287671232877,0.07194813876856520807355668179,0.05180265991336694981296081089
26.06928982860849272767010666,0,0.000,26.06928982860849272767010666,0.3835616438356164383561643836,0.2876712328767123287671232877,25.68572818477287628931394228,0E-28,0E-28,0,0,0,452,453,2036,BASE,0.3835616438356164383561643836,0.2876712328767123287671232877,0.07089728494983749180408773828,0.05104604516388299409894317156
25.68572818477287628931394228,0,0.000,25.68572818477287628931394228,0.3835616438356164383561643836,0.2876712328767123287671232877,25.30216654093725985095777790,0E-28,0E-28,0,0,0,453,454,2036,BASE,0.3835616438356164383561643836,0.2876712328767123287671232877,0.06984643113110977553461879477,0.05028943041439903838492553223
25.30216654093725985095777790,0,0.000,25.30216654093725985095777790,0.3835616438356164383561643836,0.2876712328767123287671232877,24.91860489710164341260161352,0E-28,0E-28,0,0,0,454,455,2036,BASE,0.3835616438356164383561643836,0.2876712328767123287671232877,0.06879557731238205926514985127,0.04953281566491508267090789291
24.91860489710164341260161352,0,0.000,24.91860489710164341260161352,0.3835616438356164383561643836,0.2876712328767123287671232877,24.53504325326602697424544914,0E-28,0E-28,0,0,0,455,456,2036,BASE,0.3835616438356164383561643836,0.2876712328767123287671232877,0.06774472349365434299568090776,0.04877620091543112695689025359
24.53504325326602697424544914,0,0.000,24.53504325326602697424544914,0.09589041095890410958904109589,0.07191780821917808219178082191,24.43915284230712286465640804,0E-29,0E-29,0,0,0,456,1825/4,2036,BASE,0.09589041095890410958904109589,0.07191780821917808219178082191,0.01677198496423738008181570451,0.01207582917425091365890730725
24.43915284230712286465640804,12.71394562379411398369512852,0.5721275530707351292662807834,36.58097091303050171908525578,0.2876712328767123287671232877,0.2157534246575342465753424658,36.29329968015378939031813249,0E-28,0E-28,12.71394562379411398369512852,0E-26,0,1825/4,457,2036,BASE,0.2876712328767123287671232877,0.2157534246575342465753424658,0.07487082595190166894801717975,0.05390699468536920164257236942
36.29329968015378939031813249,0,0.000,36.29329968015378939031813249,0.3835616438356164383561643836,0.2876712328767123287671232877,35.90973803631817295196196811,0E-28,0E-28,0,0,0,457,458,2036,BASE,0.3835616438356164383561643836,0.2876712328767123287671232877,0.09890827084448214019490424741,0.07121395500802714094033105814
35.90973803631817295196196811,0,0.000,35.90973803631817295196196811,0.3835616438356164383561643836,0.2876712328767123287671232877,35.52617639248255651360580373,0E-28,0E-28,0,0,0,458,459,2036,BASE,0.3835616438356164383561643836,0.2876712328767123287671232877,0.09785741702575442392543530390,0.07045734025854318522631341881
35.52617639248255651360580373,0,0.000,35.52617639248255651360580373,0.3835616438356164383561643836,0.2876712328767123287671232877,35.14261474864694007524963935,0E-28,0E-28,0,0,0,459,460,2036,BASE,0.3835616438356164383561643836,0.2876712328767123287671232877,0.09680656320702670765596636039,0.06970072550905922951229577948
35.14261474864694007524963935,0,0.000,35.14261474864694007524963935,0.3835616438356164383561643836,0.2876712328767123287671232877,34.75905310481132363689347497,0E-28,0E-28,0,0,0,460,461,2036,BASE,0.3835616438356164383561643836,0.2876712328767123287671232877,0.09575570938829899138649741689,0.06894411075957527379827814016
34.75905310481132363689347497,0,0.000,34.75905310481132363689347497,0.3835616438356164383561643836,0.2876712328767123287671232877,34.37549146097570719853731059,0E-28,0E-28,0,0,0,461,462,2036,BASE,0.3835616438356164383561643836,0.2876712328767123287671232877,0.09470485556957127511702847338,0.06818749601009131808426050083
34.37549146097570719853731059,0,0.000,34.37549146097570719853731059,0.3835616438356164383561643836,0.2876712328767123287671232877,33.99192981714009076018114621,0E-28,0E-28,0,0,0,462,463,2036,BASE,0.3835616438356164383561643836,0.2876712328767123287671232877,0.09365400175084355884755952987,0.06743088126060736237024286151
33.99192981714009076018114621,0,0.000,33.99192981714009076018114621,0.3835616438356164383561643836,0.2876712328767123287671232877,33.60836817330447432182498183,0E-28,0E-28,0,0,0,463,464,2036,BASE,0.3835616438356164383561643836,0.2876712328767123287671232877,0.09260314793211584257809058637,0.06667426651112340665622522219
33.60836817330447432182498183,0,0.000,33.60836817330447432182498183,0.3835616438356164383561643836,0.2876712328767123287671232877,33.22480652946885788346881745,0E-28,0E-28,0,0,0,464,465,2036,BASE,0.3835616438356164383561643836,0.2876712328767123287671232877,0.09155229411338812630862164286,0.06591765176163945094220758286
33.22480652946885788346881745,0,0.000,33.22480652946885788346881745,0.3835616438356164383561643836,0.2876712328767123287671232877,32.84124488563324144511265307,0E-28,0E-28,0,0,0,465,466,2036,BASE,0.3835616438356164383561643836,0.2876712328767123287671232877,0.09050144029466041003915269935,0.06516103701215549522818994353
32.84124488563324144511265307,0,0.000,32.84124488563324144511265307,0.3835616438356164383561643836,0.2876712328767123287671232877,32.45768324179762500675648869,0E-28,0E-28,0,0,0,466,467,2036,BASE,0.3835616438356164383561643836,0.2876712328767123287671232877,0.08945058647593269376968375584,0.06440442226267153951417230420
32.45768324179762500675648869,0,0.000,32.45768324179762500675648869,0.3835616438356164383561643836,0.2876712328767123287671232877,32.07412159796200856840032431,0E-28,0E-28,0,0,0,467,468,2036,BASE,0.3835616438356164383561643836,0.2876712328767123287671232877,0.08839973265720497750021481234,0.06364780751318758380015466488
32.07412159796200856840032431,0,0.000,32.07412159796200856840032431,0.3835616438356164383561643836,0.2876712328767123287671232877,31.69055995412639213004415993,0E-28,0E-28,0,0,0,468,469,2036,BASE,0.3835616438356164383561643836,0.2876712328767123287671232877,0.08734887883847726123074586883,0.06289119276370362808613702556
31.69055995412639213004415993,0,0.000,31.69055995412639213004415993,0.3835616438356164383561643836,0.2876712328767123287671232877,31.30699831029077569168799555,0E-28,0E-28,0,0,0,469,470,2036,BASE,0.3835616438356164383561643836,0.2876712328767123287671232877,0.08629802501974954496127692532,0.06213457801421967237211938623
31.30699831029077569168799555,0,0.000,31.30699831029077569168799555,0.3835616438356164383561643836,0.2876712328767123287671232877,30.92343666645515925333183117,0E-28,0E-28,0,0,0,470,471,2036,BASE,0.3835616438356164383561643836,0.2876712328767123287671232877,0.08524717120102182869180798182,0.06137796326473571665810174691
30.92343666645515925333183117,0,0.000,30.92343666645515925333183117,0.3835616438356164383561643836,0.2876712328767123287671232877,30.53987502261954281497566679,0E-28,0E-28,0,0,0,471,472,2036,BASE,0.3835616438356164383561643836,0.2876712328767123287671232877,0.08419631738229411242233903831,0.06062134851525176094408410758
30.53987502261954281497566679,0,0.000,30.53987502261954281497566679,0.3835616438356164383561643836,0.2876712328767123287671232877,30.15631337878392637661950241,0E-28,0E-28,0,0,0,472,473,2036,BASE,0.3835616438356164383561643836,0.2876712328767123287671232877,0.08314546356356639615287009480,0.05986473376576780523006646826
30.15631337878392637661950241,0,0.000,30.15631337878392637661950241,0.3835616438356164383561643836,0.2876712328767123287671232877,29.77275173494830993826333803,0E-28,0E-28,0,0,0,473,474,2036,BASE,0.3835616438356164383561643836,0.2876712328767123287671232877,0.08209460974483867988340115130,0.05910811901628384951604882894
29.77275173494830993826333803,0,0.000,29.77275173494830993826333803,0.3835616438356164383561643836,0.2876712328767123287671232877,29.38919009111269349990717365,0E-28,0E-28,0,0,0,474,475,2036,BASE,0.3835616438356164383561643836,0.2876712328767123287671232877,0.08104375592611096361393220779,0.05835150426679989380203118961
29.38919009111269349990717365,0,0.000,29.38919009111269349990717365,0.3835616438356164383561643836,0.2876712328767123287671232877,29.00562844727707706155100927,0E-28,0E-28,0,0,0,475,476,2036,BASE,0.3835616438356164383561643836,0.2876712328767123287671232877,0.07999290210738324734446326428,0.05759488951731593808801355028
29.00562844727707706155100927,0,0.000,29.00562844727707706155100927,0.3835616438356164383561643836,0.2876712328767123287671232877,28.62206680344146062319484489,0E-28,0E-28,0,0,0,476,477,2036,BASE,0.3835616438356164383561643836,0.2876712328767123287671232877,0.07894204828865553107499432078,0.05683827476783198237399591096
28.62206680344146062319484489,0,0.000,28.62206680344146062319484489,0.3835616438356164383561643836,0.2876712328767123287671232877,28.23850515960584418483868051,0E-28,0E-28,0,0,0,477,478,2036,BASE,0.3835616438356164383561643836,0.2876712328767123287671232877,0.07789119446992781480552537727,0.05608166001834802665997827163
28.23850515960584418483868051,0,0.000,28.23850515960584418483868051,0.3835616438356164383561643836,0.2876712328767123287671232877,27.85494351577022774648251613,0E-28,0E-28,0,0,0,478,479,2036,BASE,0.3835616438356164383561643836,0.2876712328767123287671232877,0.07684034065120009853605643376,0.05532504526886407094596063231
27.85494351577022774648251613,0,0.000,27.85494351577022774648251613,0.3835616438356164383561643836,0.2876712328767123287671232877,27.47138187193461130812635175,0E-28,0E-28,0,0,0,479,480,2036,BASE,0.3835616438356164383561643836,0.2876712328767123287671232877,0.07578948683247238226658749025,0.05456843051938011523194299298
27.47138187193461130812635175,0,0.000,27.47138187193461130812635175,0.3835616438356164383561643836,0.2876712328767123287671232877,27.08782022809899486977018737,0E-28,0E-28,0,0,0,480,481,2036,BASE,0.3835616438356164383561643836,0.2876712328767123287671232877,0.07473863301374466599711854675,0.05381181576989615951792535366
27.08782022809899486977018737,0,0.000,27.08782022809899486977018737,0.3835616438356164383561643836,0.2876712328767123287671232877,26.70425858426337843141402299,0E-28,0E-28,0,0,0,481,482,2036,BASE,0.3835616438356164383561643836,0.2876712328767123287671232877,0.07368777919501694972764960324,0.05305520102041220380390771433
26.70425858426337843141402299,0,0.000,26.70425858426337843141402299,0.3835616438356164383561643836,0.2876712328767123287671232877,26.32069694042776199305785861,0E-28,0E-28,0,0,0,482,483,2036,BASE,0.3835616438356164383561643836,0.2876712328767123287671232877,0.07263692537628923345818065973,0.05229858627092824808989007501
26.32069694042776199305785861,0,0.000,26.32069694042776199305785861,0.3835616438356164383561643836,0.2876712328767123287671232877,25.93713529659214555470169423,0E-28,0E-28,0,0,0,483,484,2036,BASE,0.3835616438356164383561643836,0.2876712328767123287671232877,0.07158607155756151718871171623,0.05154197152144429237587243569
25.93713529659214555470169423,0,0.000,25.93713529659214555470169423,0.3835616438356164383561643836,0.2876712328767123287671232877,25.55357365275652911634552985,0E-28,0E-28,0,0,0,484,485,2036,BASE,0.3835616438356164383561643836,0.2876712328767123287671232877,0.07053521773883380091924277272,0.05078535677196033666185479636
25.55357365275652911634552985,0,0.000,25.55357365275652911634552985,0.3835616438356164383561643836,0.2876712328767123287671232877,25.17001200892091267798936547,0E-28,0E-28,0,0,0,485,486,2036,BASE,0.3835616438356164383561643836,0.2876712328767123287671232877,0.06948436392010608464977382921,0.05002874202247638094783715703
25.17001200892091267798936547,0,0.000,25.17001200892091267798936547,0.2557077625570776255707762558,0.1917808219178082191780821918,24.91430424636383505241858921,0E-28,0E-28,0,0,0,486,1460/3,2036,BASE,0.2557077625570776255707762558,0.1917808219178082191780821918,0.04573910160299976961681091753,0.03293215315415983412410386062
24.91430424636383505241858921,12.71394562379411398369512852,0.5721275530707351292662807834,37.05612231708721390684743695,0.1278538812785388127853881278,0.09589041095890410958904109589,36.92826843580867509406204882,0E-28,0E-29,12.71394562379411398369512852,0E-26,0,1460/3,487,2036,BASE,0.1278538812785388127853881278,0.09589041095890410958904109589,0.03378282682780634200954771039,0.02432363531602056624687435148
36.92826843580867509406204882,0,0.000,36.92826843580867509406204882,0.3835616438356164383561643836,0.2876712328767123287671232877,36.54470679197305865570588444,0E-28,0E-28,0,0,0,487,488,2036,BASE,0.3835616438356164383561643836,0.2876712328767123287671232877,0.1006479112709338818489971689,0.07246649611507239493127796161
36.54470679197305865570588444,0,0.000,36.54470679197305865570588444,0.3835616438356164383561643836,0.2876712328767123287671232877,36.16114514813744221734972006,0E-28,0E-28,0,0,0,488,489,2036,BASE,0.3835616438356164383561643836,0.2876712328767123287671232877,0.09959705745220616557952822535,0.07170988136558843921726032225
36.16114514813744221734972006,0,0.000,36.16114514813744221734972006,0.3835616438356164383561643836,0.2876712328767123287671232877,35.77758350430182577899355568,0E-28,0E-28,0,0,0,489,490,2036,BASE,0.3835616438356164383561643836,0.2876712328767123287671232877,0.09854620363347844931005928185,0.07095326661610448350324268293
35.77758350430182577899355568,0,0.000,35.77758350430182577899355568,0.3835616438356164383561643836,0.2876712328767123287671232877,35.39402186046620934063739130,0E-28,0E-28,0,0,0,490,491,2036,BASE,0.3835616438356164383561643836,0.2876712328767123287671232877,0.09749534981475073304059033834,0.07019665186662052778922504360
35.39402186046620934063739130,0,0.000,35.39402186046620934063739130,0.3835616438356164383561643836,0.2876712328767123287671232877,35.01046021663059290228122692,0E-28,0E-28,0,0,0,491,492,2036,BASE,0.3835616438356164383561643836,0.2876712328767123287671232877,0.09644449599602301677112139483,0.06944003711713657207520740428
35.01046021663059290228122692,0,0.000,35.01046021663059290228122692,0.3835616438356164383561643836,0.2876712328767123287671232877,34.62689857279497646392506254,0E-28,0E-28,0,0,0,492,493,2036,BASE,0.3835616438356164383561643836,0.2876712328767123287671232877,0.09539364217729530050165245132,0.06868342236765261636118976495
34.62689857279497646392506254,0,0.000,34.62689857279497646392506254,0.3835616438356164383561643836,0.2876712328767123287671232877,34.24333692895936002556889816,0E-28,0E-28,0,0,0,493,494,2036,BASE,0.3835616438356164383561643836,0.2876712328767123287671232877,0.09434278835856758423218350782,0.06792680761816866064717212563
34.24333692895936002556889816,0,0.000,34.24333692895936002556889816,0.3835616438356164383561643836,0.2876712328767123287671232877,33.85977528512374358721273378,0E-28,0E-28,0,0,0,494,495,2036,BASE,0.3835616438356164383561643836,0.2876712328767123287671232877,0.09329193453983986796271456431,0.06717019286868470493315448630
33.85977528512374358721273378,0,0.000,33.85977528512374358721273378,0.3835616438356164383561643836,0.2876712328767123287671232877,33.47621364128812714885656940,0E-28,0E-28,0,0,0,495,496,2036,BASE,0.3835616438356164383561643836,0.2876712328767123287671232877,0.09224108072111215169324562080,0.06641357811920074921913684698
33.47621364128812714885656940,0,0.000,33.47621364128812714885656940,0.3835616438356164383561643836,0.2876712328767123287671232877,33.09265199745251071050040502,0E-28,0E-28,0,0,0,496,497,2036,BASE,0.3835616438356164383561643836,0.2876712328767123287671232877,0.09119022690238443542377667730,0.06565696336971679350511920766
33.09265199745251071050040502,0,0.000,33.09265199745251071050040502,0.3835616438356164383561643836,0.2876712328767123287671232877,32.70909035361689427214424064,0E-28,0E-28,0,0,0,497,498,2036,BASE,0.3835616438356164383561643836,0.2876712328767123287671232877,0.09013937308365671915430773379,0.06490034862023283779110156833
32.70909035361689427214424064,0,0.000,32.70909035361689427214424064,0.3835616438356164383561643836,0.2876712328767123287671232877,32.32552870978127783378807626,0E-28,0E-28,0,0,0,498,499,2036,BASE,0.3835616438356164383561643836,0.2876712328767123287671232877,0.08908851926492900288483879028,0.06414373387074888207708392900
32.32552870978127783378807626,0,0.000,32.32552870978127783378807626,0.3835616438356164383561643836,0.2876712328767123287671232877,31.94196706594566139543191188,0E-28,0E-28,0,0,0,499,500,2036,BASE,0.3835616438356164383561643836,0.2876712328767123287671232877,0.08803766544620128661536984678,0.06338711912126492636306628968
31.94196706594566139543191188,0,0.000,31.94196706594566139543191188,0.3835616438356164383561643836,0.2876712328767123287671232877,31.55840542211004495707574750,0E-28,0E-28,0,0,0,500,501,2036,BASE,0.3835616438356164383561643836,0.2876712328767123287671232877,0.08698681162747357034590090327,0.06263050437178097064904865035
31.55840542211004495707574750,0,0.000,31.55840542211004495707574750,0.3835616438356164383561643836,0.2876712328767123287671232877,31.17484377827442851871958312,0E-28,0E-28,0,0,0,501,502,2036,BASE,0.3835616438356164383561643836,0.2876712328767123287671232877,0.08593595780874585407643195976,0.06187388962229701493503101103
31.17484377827442851871958312,0,0.000,31.17484377827442851871958312,0.3835616438356164383561643836,0.2876712328767123287671232877,30.79128213443881208036341874,0E-28,0E-28,0,0,0,502,503,2036,BASE,0.3835616438356164383561643836,0.2876712328767123287671232877,0.08488510399001813780696301626,0.06111727487281305922101337171
30.79128213443881208036341874,0,0.000,30.79128213443881208036341874,0.3835616438356164383561643836,0.2876712328767123287671232877,30.40772049060319564200725436,0E-28,0E-28,0,0,0,503,504,2036,BASE,0.3835616438356164383561643836,0.2876712328767123287671232877,0.08383425017129042153749407275,0.06036066012332910350699573238
30.40772049060319564200725436,0,0.000,30.40772049060319564200725436,0.3835616438356164383561643836,0.2876712328767123287671232877,30.02415884676757920365108998,0E-28,0E-28,0,0,0,504,505,2036,BASE,0.3835616438356164383561643836,0.2876712328767123287671232877,0.08278339635256270526802512924,0.05960404537384514779297809305
